PC1,PC2,Predicted_State,Actual_State
-0.188662477819492,0.4125718182422134,2,2
-0.1688685235129847,-1.2825362691269182,0,0
-0.1450963037463117,0.325410395338103,1,2
-0.0238861737161825,0.7175986376778777,2,2
-0.1117097570750176,0.5010753030905358,2,2
-0.1923165444047467,-0.012549352200475,1,2
-0.2478370389804115,-0.0374076354900031,1,2
-0.4904841412223398,0.0122231607634909,1,2
-0.2016923111603491,-0.3016905322788282,1,1
-0.1832604743728681,0.3547145103763892,1,2
-0.4775366419038134,-0.5770425562195879,1,1
-0.3848366794962634,-0.0813665516123892,1,2
-0.0703558627773348,0.372557114421747,1,2
-0.1673617115355863,0.1766925014252616,1,2
-0.2270384741476172,-1.3832894043571693,0,0
-0.1714690417447955,-0.6513095825139712,1,1
-0.0509628130105285,-2.241155226093844,0,0
-0.1055327127759411,-0.9965070540532516,0,0
-0.146669480350458,-0.2727958353624206,1,1
-0.1744081865663177,-0.1015965871428238,1,2
-0.3260921896579553,-1.6526875575907063,0,0
-0.401208401114789,-0.0113891868356659,1,2
-0.2270725627918465,-0.2783318404969134,1,1
-0.3193980482473414,0.2497834740413883,1,2
0.13058826941939,-1.6704191322300552,0,0
-0.2023174040959266,-0.5045581686442713,1,1
0.0952816371429298,-0.6180642380249759,0,1
-0.3712568039411157,-0.5395404242724537,1,1
-0.0224870965785811,0.4880374760559433,2,2
-0.1583514525451546,-0.0605936079257375,1,2
-0.1271892231364615,-0.0518209705399236,1,2
-0.3003516690472175,-0.1182815512561775,1,1
0.0799894486595418,0.1941568930605667,1,2
0.1761622022898849,0.1915287503409179,1,2
-0.34325776842024,0.6511312593759805,2,2
-0.2762450348215512,-0.5172082324649461,1,1
0.1302467476497807,0.5568339694601756,2,2
0.158493305575128,0.0254579050855406,1,2
-0.313726450768821,-0.6001805671837882,1,1
-0.2752559308451247,0.3821714661750331,1,2
-0.538339083015832,-0.5766042293692446,1,1
-0.4108128724122756,-0.4647686894753324,1,1
-0.2885936080627229,0.1019608623670128,1,2
-0.339443668103137,-1.119763267554892,0,0
-0.2085052431181826,-0.1702671032702057,1,1
-0.1843928145723531,-0.4662955190385814,1,1
-0.2681733709056592,0.248456318805438,1,2
0.1066568694848106,-0.5807240926072096,1,1
-0.2425490441347411,-0.0022165863259811,1,2
-0.1857451467327559,-0.268343694596535,1,1
-0.2043260424443828,-0.946856888881582,0,0
-0.215669607555647,-0.0816390340080065,1,2
0.1634720306074221,0.358349946455101,2,2
-0.3568135469728075,-0.7262376564709768,1,1
-0.3189054955692519,-1.226077452037226,0,0
-0.3272131679697699,0.1609741462951367,1,2
-0.2674699711888275,-0.854610218709274,0,1
0.0032656514513723,-1.35115410757731,0,0
0.0978645305157851,-0.8982781169479186,0,1
-0.3186999710361157,0.4355058748053429,1,2
-0.392435497382426,-1.8844853435540363,0,0
-0.1400911162303488,0.648568572127686,2,2
-0.2174114557494354,-0.6398249989733544,1,1
-0.0878222924780952,-0.2555837076180098,1,1
-0.1973369717037467,-0.1521735771559946,1,1
-0.4259994583427259,-1.0543925534834149,0,0
-0.0271493089288891,-0.5036905780897064,1,1
-0.2914747841185447,-1.1169356503357355,0,0
-0.2234983729538325,-0.4477492869629828,1,1
-0.2291370326953927,0.4047686887887673,1,2
-0.2473965031826105,-0.109844096256053,1,1
-0.3030246931974404,0.3251454575084959,1,2
-0.5488057022785534,-0.4725872601245269,1,1
-0.3588942413251403,-1.5060288388789378,0,0
-0.2212711158644409,-1.3744766761195562,0,0
0.0094238703882688,-0.1046335370721567,1,2
-0.2064287249576746,0.3798435632867995,1,2
-0.1540338195133816,0.2011770223436891,1,2
-0.006707987929371,0.4996027168410736,2,2
0.0581060466438808,-0.41241365977235,1,1
-0.4450706948140833,-0.9595466919464262,0,0
-0.2920425300864341,-0.3310708556973783,1,1
0.0123019498669436,-0.1300983479696178,1,2
-0.2621634801726931,0.0391893440010208,1,2
0.0627914461227885,0.2343004965823966,1,2
-0.1133623946187431,-0.8754191198982522,0,1
-0.1782375264817045,-0.3487805278417218,1,1
-0.1241598617372738,0.4983281005092386,2,2
-0.0014757183898776,0.6590409755519291,2,2
-0.0702292640933755,0.1536873261812213,1,2
-0.2570338402963231,0.4613487754849947,2,2
0.0329057993318237,-0.1785926755737998,1,1
0.0185850300579035,-1.1736318569901592,0,0
0.061101470277823,-0.1449840003883097,1,1
-0.0950861910662984,-0.58049418269116,1,1
-0.0320370869930619,-0.0382666831046939,1,2
-0.317383357354675,0.5352136260022943,2,2
-0.1494659752952872,-0.813514394419701,0,1
-0.2883995258281057,0.2112649981132962,1,2
-0.2601962076152797,0.3825138616021685,1,2
0.0307571989906108,-0.8482294382403784,0,1
-0.1508088328366072,-0.4756683761526153,1,1
-0.1261371037033687,-0.1065288769753203,1,2
0.2361912503960992,-0.546376926592413,1,1
-0.2988790460151919,-2.139253111068494,0,0
-0.1738525465042132,-1.3675935916061797,0,0
-0.2225027364738175,0.307322933428282,1,2
0.1045403073122477,-0.8742476905284762,0,1
-0.1409748234802475,0.3076670218243497,1,2
-0.032291394114399,0.384608240795557,2,2
-0.1024725223329286,0.5620017916003917,2,2
-0.0821949498302997,0.3571409101975047,1,2
-0.3353985743530964,-0.3116653771559891,1,1
-0.1763204734995276,0.585753572984444,2,2
-0.3131582612321176,-1.215872400027459,0,0
-0.0246690702589922,-1.5879898624089512,0,0
-0.4227110282726981,0.4844303343303311,2,2
-0.1261933132470784,0.5851444355141879,2,2
0.1488320654982456,-1.5304266475338972,0,0
-0.1774172202741612,-1.206082478791621,0,0
-0.5078130034142502,0.6638193188893486,2,2
-0.109138218351154,-1.7698698089512797,0,0
-0.0967434192093372,-1.186212365208288,0,0
-0.2768084775378872,-0.946155136477852,0,0
-0.3155281974612003,-0.5375371843118733,1,1
-0.3567437667628277,0.1069330217288654,1,2
-0.0541694040021032,-0.5387062285674113,1,1
-0.2092552841994985,-1.339736943304087,0,0
0.1169157541807601,-0.6616175660910609,0,1
-0.4564606686891043,0.1675950970461804,1,2
-0.5069517508197652,0.3810321471432562,1,2
-0.2339917023751045,-0.9272458650723248,0,1
-0.2551266125270012,-0.7804975322466156,0,1
-0.1057176700111259,-1.4060042692684176,0,0
-0.2636837212086588,0.0864790347644531,1,2
0.0782199190500369,-1.332819630480187,0,0
-0.1806638937945009,-2.3257220591966354,0,0
-0.0584365942183967,0.084176411254382,1,2
-0.2023624364797533,0.0343232994539448,1,2
-0.1424950342226094,-0.4012607088105875,1,1
-0.2102198497830718,-0.2714439014798039,1,1
-0.1657775893181974,0.1363696578904389,1,2
-0.1428443785861547,-0.7494776800279302,0,1
0.0147335328833194,0.2501569897541912,1,2
-0.2909393961359602,0.4183371336011611,1,2
0.0734531777381397,-1.1314162652574358,0,0
-0.4442832366509778,0.1499245610001804,1,2
-0.3063377551451379,-0.6299536378951713,1,1
-0.1609151903525295,-0.161434277280789,1,1
-0.1875951156139567,-0.0148429416919769,1,2
-0.2205005314392584,0.3221158001900754,1,2
-0.5027601537031154,0.4720646634233857,1,2
-0.2151073531394205,-0.3844592479652659,1,1
-0.6766493000502247,0.3906877322415655,1,2
-0.0623643160902362,-0.9483027480228406,0,0
-0.1950682567671482,-1.321716958233318,0,0
-0.3209437924175404,-0.4438566013597991,1,1
-0.4451555053798732,-1.733745538605482,0,0
0.0241920500700609,-0.0695208408191645,1,2
-0.0547595448406415,-0.6801414783415628,0,1
-0.0460750394469475,-0.7769074538444138,0,1
-0.0708757410269441,-1.6680986571738112,0,0
-0.5066064322267303,-0.7949893515194221,1,1
-0.2397314360457531,-2.140128848243693,0,0
-0.3421676536344902,0.0796597951919732,1,2
-0.4168936904631066,-1.6074908004515536,0,0
-0.2575497279669211,-0.6750750203417292,1,1
0.124762284155581,-1.3498050124845875,0,0
-0.1613141541900128,0.4686124881032167,2,2
