PC1,PC2,Predicted_State,Actual_State
0.0167040956721327,0.3759416229263108,2,2
-0.4873753496947625,0.3545703898643108,1,2
-0.4480342967686443,0.5949187155547027,2,2
-0.1425800200264338,-1.1429295303742708,0,0
-0.2395474366369457,0.0469965873298893,1,2
-0.2840657742834551,-1.4859277962989623,0,0
-0.2471369444717343,-1.8154843410553552,0,0
-0.3600421980777183,-1.7755519366733852,0,0
0.0987264662542837,-0.301466255135839,1,1
-0.1740174444398677,-1.4576332112457366,0,0
-0.3395183362168841,0.2834230175847087,1,2
-0.0570943033253632,0.5095662095871477,2,2
-0.0898997488533635,-1.246494351218994,0,0
0.050750097069029,-1.4573895488672013,0,0
-0.2172674528475243,-2.872673764352112,0,0
-0.1330706513236827,-1.1861788005053209,0,0
0.022336599707857,-0.2272464241381396,1,1
-0.2642788939712899,-0.424134727403271,1,1
-0.3049109106853024,-0.8276107309035022,0,1
-0.2895091397573911,-1.125805634938409,0,0
-0.3491018293186056,0.2840316034126324,1,2
-0.2270831898810976,-0.9173975084754904,0,1
-0.1411737158304789,0.6428442195659585,2,2
-0.1924769134804361,-0.0919573532131775,1,2
0.0743370797602662,-0.2566216504802026,1,1
-0.2691235044776868,0.2540007702620883,1,2
0.0533707767367922,-0.2124845778115978,1,1
-0.1204269293315814,0.61040448501612,2,2
-0.38732322727314,-0.5626977880396117,1,1
-0.3937954111675124,-1.3471437725012352,0,0
-0.3599521804959258,0.2287780781888788,1,2
-0.0096858940637338,0.3129943380559338,1,2
-0.1928909887534683,-0.0638866591388248,1,2
-0.3819051262003771,0.289739465546338,1,2
-0.374728025372779,-0.2923514016827521,1,1
-0.4927275725183014,-0.5874235485542366,1,1
-0.1304389036242215,0.1354066421105939,1,2
-0.1729079150357399,-1.5437170444709056,0,0
-0.3255694502240047,0.5691392286602285,2,2
-0.1695561893745072,-1.625444074339803,0,0
-0.2332614084813782,-0.3511720210647396,1,1
-0.3801804278648472,-0.6015841783329181,1,1
-0.0326707207451101,0.1019689693938438,1,2
-0.1194157313710452,0.6613587526076978,2,2
0.018157962719827,0.1297187879777115,1,2
-0.1262287158934771,0.5600146458124179,2,2
-0.4829851068577696,-0.6260563919848832,1,1
-0.3225112798042982,-0.4311522969770597,1,1
-0.0095596843357912,0.0284696451132091,1,2
0.4059174845993774,-0.8670126496870516,0,1
0.039901970384966,-0.2572366013706743,1,1
-0.1457346066534361,0.4789763442344615,2,2
-0.0892060916183238,0.40671574655523,2,2
-0.3364973023818101,-0.5996713491224809,1,1
-0.245222250414198,-0.4951357857321279,1,1
-0.1339448832212322,0.1489233826605414,1,2
-0.2369822636278124,-0.9596898104408828,0,0
0.1787534876487927,0.1814917457352761,1,2
-0.5594909211836463,0.3671835992532774,1,2
-0.0602575482164099,0.5584626727772727,2,2
-0.4891588100127664,0.2502824020081547,1,2
-0.3203280384644634,0.3912143959795117,1,2
0.0687612776653946,-0.5256335575215284,1,1
-0.0968634214373587,-0.5511960419276577,1,1
-0.4552743677901861,-0.0814718101262463,1,1
-0.0551606953006854,-1.5307399991325934,0,0
-0.3553323550489105,0.1717135473629233,1,2
